company_id,company_name,material_name,material_type,quantity,unit,description,quality_grade,potential_value,ai_generated,generated_at
,Advanced Petrochemical Company,AI Listing 1 for Advanced Petrochemical Company,ai_generated,100,tons,AI-generated material listing 1 for Advanced Petrochemical Company,A,5000,True,2025-07-20T00:39:20.429967
,Advanced Petrochemical Company,AI Listing 2 for Advanced Petrochemical Company,ai_generated,50,tons,AI-generated material listing 2 for Advanced Petrochemical Company,B,2500,True,2025-07-20T00:39:20.429967
,Advanced Petrochemical Company,Generic Material - Advanced Petrochemical Company,unknown,100,tons,Generic material from Advanced Petrochemical Company,C,2000,True,2025-07-20T00:39:20.429967
,Sohar Aluminium,Steel Scrap,waste,150,tons,Steel scrap from Sohar Aluminium manufacturing,B,45000,True,2025-07-20T00:39:20.443097
,Sohar Aluminium,Aluminum Waste,waste,50,tons,Aluminum waste from Sohar Aluminium operations,A,75000,True,2025-07-20T00:39:20.443097
,Sohar Aluminium,AI Listing 1 for Sohar Aluminium,ai_generated,100,tons,AI-generated material listing 1 for Sohar Aluminium,A,5000,True,2025-07-20T00:39:20.443097
,Sohar Aluminium,AI Listing 2 for Sohar Aluminium,ai_generated,50,tons,AI-generated material listing 2 for Sohar Aluminium,B,2500,True,2025-07-20T00:39:20.443097
,Sohar Aluminium,Generic Material - Sohar Aluminium,unknown,100,tons,Generic material from Sohar Aluminium,C,2000,True,2025-07-20T00:39:20.443097
,Savola Group,General Waste,waste,100,tons,General waste from Savola Group operations,C,20000,True,2025-07-20T00:39:20.452274
,Savola Group,AI Listing 1 for Savola Group,ai_generated,100,tons,AI-generated material listing 1 for Savola Group,A,5000,True,2025-07-20T00:39:20.452274
,Savola Group,AI Listing 2 for Savola Group,ai_generated,50,tons,AI-generated material listing 2 for Savola Group,B,2500,True,2025-07-20T00:39:20.452274
,Savola Group,Generic Material - Savola Group,unknown,100,tons,Generic material from Savola Group,C,2000,True,2025-07-20T00:39:20.452274
,Oman Flour Mills Co. SAOG,Steel Scrap,waste,150,tons,Steel scrap from Oman Flour Mills Co. SAOG manufacturing,B,45000,True,2025-07-20T00:39:20.463830
,Oman Flour Mills Co. SAOG,Aluminum Waste,waste,50,tons,Aluminum waste from Oman Flour Mills Co. SAOG operations,A,75000,True,2025-07-20T00:39:20.463830
,Oman Flour Mills Co. SAOG,AI Listing 1 for Oman Flour Mills Co. SAOG,ai_generated,100,tons,AI-generated material listing 1 for Oman Flour Mills Co. SAOG,A,5000,True,2025-07-20T00:39:20.463830
,Oman Flour Mills Co. SAOG,AI Listing 2 for Oman Flour Mills Co. SAOG,ai_generated,50,tons,AI-generated material listing 2 for Oman Flour Mills Co. SAOG,B,2500,True,2025-07-20T00:39:20.463830
,Oman Flour Mills Co. SAOG,Generic Material - Oman Flour Mills Co. SAOG,unknown,100,tons,Generic material from Oman Flour Mills Co. SAOG,C,2000,True,2025-07-20T00:39:20.463830
,Qatar Steel,Steel Scrap,waste,150,tons,Steel scrap from Qatar Steel manufacturing,B,45000,True,2025-07-20T00:39:20.478116
,Qatar Steel,Aluminum Waste,waste,50,tons,Aluminum waste from Qatar Steel operations,A,75000,True,2025-07-20T00:39:20.478116
,Qatar Steel,AI Listing 1 for Qatar Steel,ai_generated,100,tons,AI-generated material listing 1 for Qatar Steel,A,5000,True,2025-07-20T00:39:20.478116
,Qatar Steel,AI Listing 2 for Qatar Steel,ai_generated,50,tons,AI-generated material listing 2 for Qatar Steel,B,2500,True,2025-07-20T00:39:20.478116
,Qatar Steel,Generic Material - Qatar Steel,unknown,100,tons,Generic material from Qatar Steel,C,2000,True,2025-07-20T00:39:20.478116
,Saudi Aramco Ras Tanura Refinery,Steel Scrap,waste,150,tons,Steel scrap from Saudi Aramco Ras Tanura Refinery manufacturing,B,45000,True,2025-07-20T00:39:20.489290
,Saudi Aramco Ras Tanura Refinery,Aluminum Waste,waste,50,tons,Aluminum waste from Saudi Aramco Ras Tanura Refinery operations,A,75000,True,2025-07-20T00:39:20.489290
,Saudi Aramco Ras Tanura Refinery,AI Listing 1 for Saudi Aramco Ras Tanura Refinery,ai_generated,100,tons,AI-generated material listing 1 for Saudi Aramco Ras Tanura Refinery,A,5000,True,2025-07-20T00:39:20.489290
,Saudi Aramco Ras Tanura Refinery,AI Listing 2 for Saudi Aramco Ras Tanura Refinery,ai_generated,50,tons,AI-generated material listing 2 for Saudi Aramco Ras Tanura Refinery,B,2500,True,2025-07-20T00:39:20.489290
,Saudi Aramco Ras Tanura Refinery,Generic Material - Saudi Aramco Ras Tanura Refinery,unknown,100,tons,Generic material from Saudi Aramco Ras Tanura Refinery,C,2000,True,2025-07-20T00:39:20.489290
,Ma'aden Aluminum,Steel Scrap,waste,150,tons,Steel scrap from Ma'aden Aluminum manufacturing,B,45000,True,2025-07-20T00:39:20.503882
,Ma'aden Aluminum,Aluminum Waste,waste,50,tons,Aluminum waste from Ma'aden Aluminum operations,A,75000,True,2025-07-20T00:39:20.503882
,Ma'aden Aluminum,AI Listing 1 for Ma'aden Aluminum,ai_generated,100,tons,AI-generated material listing 1 for Ma'aden Aluminum,A,5000,True,2025-07-20T00:39:20.503882
,Ma'aden Aluminum,AI Listing 2 for Ma'aden Aluminum,ai_generated,50,tons,AI-generated material listing 2 for Ma'aden Aluminum,B,2500,True,2025-07-20T00:39:20.503882
,Ma'aden Aluminum,Generic Material - Ma'aden Aluminum,unknown,100,tons,Generic material from Ma'aden Aluminum,C,2000,True,2025-07-20T00:39:20.503882
,Saudi Aramco Yanbu Refinery,Steel Scrap,waste,150,tons,Steel scrap from Saudi Aramco Yanbu Refinery manufacturing,B,45000,True,2025-07-20T00:39:20.515017
,Saudi Aramco Yanbu Refinery,Aluminum Waste,waste,50,tons,Aluminum waste from Saudi Aramco Yanbu Refinery operations,A,75000,True,2025-07-20T00:39:20.515017
,Saudi Aramco Yanbu Refinery,AI Listing 1 for Saudi Aramco Yanbu Refinery,ai_generated,100,tons,AI-generated material listing 1 for Saudi Aramco Yanbu Refinery,A,5000,True,2025-07-20T00:39:20.515017
,Saudi Aramco Yanbu Refinery,AI Listing 2 for Saudi Aramco Yanbu Refinery,ai_generated,50,tons,AI-generated material listing 2 for Saudi Aramco Yanbu Refinery,B,2500,True,2025-07-20T00:39:20.515017
,Saudi Aramco Yanbu Refinery,Generic Material - Saudi Aramco Yanbu Refinery,unknown,100,tons,Generic material from Saudi Aramco Yanbu Refinery,C,2000,True,2025-07-20T00:39:20.515017
,Emirates Steel,Steel Scrap,waste,150,tons,Steel scrap from Emirates Steel manufacturing,B,45000,True,2025-07-20T00:39:20.524442
,Emirates Steel,Aluminum Waste,waste,50,tons,Aluminum waste from Emirates Steel operations,A,75000,True,2025-07-20T00:39:20.524442
,Emirates Steel,AI Listing 1 for Emirates Steel,ai_generated,100,tons,AI-generated material listing 1 for Emirates Steel,A,5000,True,2025-07-20T00:39:20.524442
,Emirates Steel,AI Listing 2 for Emirates Steel,ai_generated,50,tons,AI-generated material listing 2 for Emirates Steel,B,2500,True,2025-07-20T00:39:20.524442
,Emirates Steel,Generic Material - Emirates Steel,unknown,100,tons,Generic material from Emirates Steel,C,2000,True,2025-07-20T00:39:20.524442
,SABIC (Yanbu),Steel Scrap,waste,150,tons,Steel scrap from SABIC (Yanbu) manufacturing,B,45000,True,2025-07-20T00:39:20.537975
,SABIC (Yanbu),Aluminum Waste,waste,50,tons,Aluminum waste from SABIC (Yanbu) operations,A,75000,True,2025-07-20T00:39:20.537975
,SABIC (Yanbu),AI Listing 1 for SABIC (Yanbu),ai_generated,100,tons,AI-generated material listing 1 for SABIC (Yanbu),A,5000,True,2025-07-20T00:39:20.537975
,SABIC (Yanbu),AI Listing 2 for SABIC (Yanbu),ai_generated,50,tons,AI-generated material listing 2 for SABIC (Yanbu),B,2500,True,2025-07-20T00:39:20.537975
,SABIC (Yanbu),Generic Material - SABIC (Yanbu),unknown,100,tons,Generic material from SABIC (Yanbu),C,2000,True,2025-07-20T00:39:20.537975
,SABIC Agri-Nutrients (formerly SAFCO),Steel Scrap,waste,150,tons,Steel scrap from SABIC Agri-Nutrients (formerly SAFCO) manufacturing,B,45000,True,2025-07-20T00:39:20.552396
,SABIC Agri-Nutrients (formerly SAFCO),Aluminum Waste,waste,50,tons,Aluminum waste from SABIC Agri-Nutrients (formerly SAFCO) operations,A,75000,True,2025-07-20T00:39:20.552396
,SABIC Agri-Nutrients (formerly SAFCO),AI Listing 1 for SABIC Agri-Nutrients (formerly SAFCO),ai_generated,100,tons,AI-generated material listing 1 for SABIC Agri-Nutrients (formerly SAFCO),A,5000,True,2025-07-20T00:39:20.552396
,SABIC Agri-Nutrients (formerly SAFCO),AI Listing 2 for SABIC Agri-Nutrients (formerly SAFCO),ai_generated,50,tons,AI-generated material listing 2 for SABIC Agri-Nutrients (formerly SAFCO),B,2500,True,2025-07-20T00:39:20.552396
,SABIC Agri-Nutrients (formerly SAFCO),Generic Material - SABIC Agri-Nutrients (formerly SAFCO),unknown,100,tons,Generic material from SABIC Agri-Nutrients (formerly SAFCO),C,2000,True,2025-07-20T00:39:20.552396
,SHUAIBA INDUSTRIAL COMPANY KPSC,Steel Scrap,waste,150,tons,Steel scrap from SHUAIBA INDUSTRIAL COMPANY KPSC manufacturing,B,45000,True,2025-07-20T00:39:20.563933
,SHUAIBA INDUSTRIAL COMPANY KPSC,Aluminum Waste,waste,50,tons,Aluminum waste from SHUAIBA INDUSTRIAL COMPANY KPSC operations,A,75000,True,2025-07-20T00:39:20.563933
,SHUAIBA INDUSTRIAL COMPANY KPSC,AI Listing 1 for SHUAIBA INDUSTRIAL COMPANY KPSC,ai_generated,100,tons,AI-generated material listing 1 for SHUAIBA INDUSTRIAL COMPANY KPSC,A,5000,True,2025-07-20T00:39:20.563933
,SHUAIBA INDUSTRIAL COMPANY KPSC,AI Listing 2 for SHUAIBA INDUSTRIAL COMPANY KPSC,ai_generated,50,tons,AI-generated material listing 2 for SHUAIBA INDUSTRIAL COMPANY KPSC,B,2500,True,2025-07-20T00:39:20.563933
,SHUAIBA INDUSTRIAL COMPANY KPSC,Generic Material - SHUAIBA INDUSTRIAL COMPANY KPSC,unknown,100,tons,Generic material from SHUAIBA INDUSTRIAL COMPANY KPSC,C,2000,True,2025-07-20T00:39:20.563933
,Kuwait National Petroleum Company (Mina Abdullah Refinery),General Waste,waste,100,tons,General waste from Kuwait National Petroleum Company (Mina Abdullah Refinery) operations,C,20000,True,2025-07-20T00:39:20.577111
,Kuwait National Petroleum Company (Mina Abdullah Refinery),AI Listing 1 for Kuwait National Petroleum Company (Mina Abdullah Refinery),ai_generated,100,tons,AI-generated material listing 1 for Kuwait National Petroleum Company (Mina Abdullah Refinery),A,5000,True,2025-07-20T00:39:20.577111
,Kuwait National Petroleum Company (Mina Abdullah Refinery),AI Listing 2 for Kuwait National Petroleum Company (Mina Abdullah Refinery),ai_generated,50,tons,AI-generated material listing 2 for Kuwait National Petroleum Company (Mina Abdullah Refinery),B,2500,True,2025-07-20T00:39:20.577111
,Kuwait National Petroleum Company (Mina Abdullah Refinery),Generic Material - Kuwait National Petroleum Company (Mina Abdullah Refinery),unknown,100,tons,Generic material from Kuwait National Petroleum Company (Mina Abdullah Refinery),C,2000,True,2025-07-20T00:39:20.577111
,Oman Oil Refineries and Petroleum Industries Company (OQ),Steel Scrap,waste,150,tons,Steel scrap from Oman Oil Refineries and Petroleum Industries Company (OQ) manufacturing,B,45000,True,2025-07-20T00:39:20.587246
,Oman Oil Refineries and Petroleum Industries Company (OQ),Aluminum Waste,waste,50,tons,Aluminum waste from Oman Oil Refineries and Petroleum Industries Company (OQ) operations,A,75000,True,2025-07-20T00:39:20.587246
,Oman Oil Refineries and Petroleum Industries Company (OQ),AI Listing 1 for Oman Oil Refineries and Petroleum Industries Company (OQ),ai_generated,100,tons,AI-generated material listing 1 for Oman Oil Refineries and Petroleum Industries Company (OQ),A,5000,True,2025-07-20T00:39:20.587246
,Oman Oil Refineries and Petroleum Industries Company (OQ),AI Listing 2 for Oman Oil Refineries and Petroleum Industries Company (OQ),ai_generated,50,tons,AI-generated material listing 2 for Oman Oil Refineries and Petroleum Industries Company (OQ),B,2500,True,2025-07-20T00:39:20.587246
,Oman Oil Refineries and Petroleum Industries Company (OQ),Generic Material - Oman Oil Refineries and Petroleum Industries Company (OQ),unknown,100,tons,Generic material from Oman Oil Refineries and Petroleum Industries Company (OQ),C,2000,True,2025-07-20T00:39:20.587246
,Qatar Electricity & Water Company (QEWC),General Waste,waste,100,tons,General waste from Qatar Electricity & Water Company (QEWC) operations,C,20000,True,2025-07-20T00:39:20.598901
,Qatar Electricity & Water Company (QEWC),AI Listing 1 for Qatar Electricity & Water Company (QEWC),ai_generated,100,tons,AI-generated material listing 1 for Qatar Electricity & Water Company (QEWC),A,5000,True,2025-07-20T00:39:20.598901
,Qatar Electricity & Water Company (QEWC),AI Listing 2 for Qatar Electricity & Water Company (QEWC),ai_generated,50,tons,AI-generated material listing 2 for Qatar Electricity & Water Company (QEWC),B,2500,True,2025-07-20T00:39:20.598901
,Qatar Electricity & Water Company (QEWC),Generic Material - Qatar Electricity & Water Company (QEWC),unknown,100,tons,Generic material from Qatar Electricity & Water Company (QEWC),C,2000,True,2025-07-20T00:39:20.598901
,Saudi Ceramics Company,Steel Scrap,waste,150,tons,Steel scrap from Saudi Ceramics Company manufacturing,B,45000,True,2025-07-20T00:39:20.609941
,Saudi Ceramics Company,Aluminum Waste,waste,50,tons,Aluminum waste from Saudi Ceramics Company operations,A,75000,True,2025-07-20T00:39:20.609941
,Saudi Ceramics Company,AI Listing 1 for Saudi Ceramics Company,ai_generated,100,tons,AI-generated material listing 1 for Saudi Ceramics Company,A,5000,True,2025-07-20T00:39:20.609941
,Saudi Ceramics Company,AI Listing 2 for Saudi Ceramics Company,ai_generated,50,tons,AI-generated material listing 2 for Saudi Ceramics Company,B,2500,True,2025-07-20T00:39:20.609941
,Saudi Ceramics Company,Generic Material - Saudi Ceramics Company,unknown,100,tons,Generic material from Saudi Ceramics Company,C,2000,True,2025-07-20T00:39:20.609941
,Ducab,Steel Scrap,waste,150,tons,Steel scrap from Ducab manufacturing,B,45000,True,2025-07-20T00:39:20.621489
,Ducab,Aluminum Waste,waste,50,tons,Aluminum waste from Ducab operations,A,75000,True,2025-07-20T00:39:20.621489
,Ducab,AI Listing 1 for Ducab,ai_generated,100,tons,AI-generated material listing 1 for Ducab,A,5000,True,2025-07-20T00:39:20.621489
,Ducab,AI Listing 2 for Ducab,ai_generated,50,tons,AI-generated material listing 2 for Ducab,B,2500,True,2025-07-20T00:39:20.621489
,Ducab,Generic Material - Ducab,unknown,100,tons,Generic material from Ducab,C,2000,True,2025-07-20T00:39:20.621489
,Saudi Arabian Glass Company (SAGCO),Steel Scrap,waste,150,tons,Steel scrap from Saudi Arabian Glass Company (SAGCO) manufacturing,B,45000,True,2025-07-20T00:39:20.634065
,Saudi Arabian Glass Company (SAGCO),Aluminum Waste,waste,50,tons,Aluminum waste from Saudi Arabian Glass Company (SAGCO) operations,A,75000,True,2025-07-20T00:39:20.634065
,Saudi Arabian Glass Company (SAGCO),AI Listing 1 for Saudi Arabian Glass Company (SAGCO),ai_generated,100,tons,AI-generated material listing 1 for Saudi Arabian Glass Company (SAGCO),A,5000,True,2025-07-20T00:39:20.634065
,Saudi Arabian Glass Company (SAGCO),AI Listing 2 for Saudi Arabian Glass Company (SAGCO),ai_generated,50,tons,AI-generated material listing 2 for Saudi Arabian Glass Company (SAGCO),B,2500,True,2025-07-20T00:39:20.634065
,Saudi Arabian Glass Company (SAGCO),Generic Material - Saudi Arabian Glass Company (SAGCO),unknown,100,tons,Generic material from Saudi Arabian Glass Company (SAGCO),C,2000,True,2025-07-20T00:39:20.634065
,Saudia Dairy & Foodstuff Company (SADAFCO),Steel Scrap,waste,150,tons,Steel scrap from Saudia Dairy & Foodstuff Company (SADAFCO) manufacturing,B,45000,True,2025-07-20T00:39:20.647130
,Saudia Dairy & Foodstuff Company (SADAFCO),Aluminum Waste,waste,50,tons,Aluminum waste from Saudia Dairy & Foodstuff Company (SADAFCO) operations,A,75000,True,2025-07-20T00:39:20.647130
,Saudia Dairy & Foodstuff Company (SADAFCO),AI Listing 1 for Saudia Dairy & Foodstuff Company (SADAFCO),ai_generated,100,tons,AI-generated material listing 1 for Saudia Dairy & Foodstuff Company (SADAFCO),A,5000,True,2025-07-20T00:39:20.647130
,Saudia Dairy & Foodstuff Company (SADAFCO),AI Listing 2 for Saudia Dairy & Foodstuff Company (SADAFCO),ai_generated,50,tons,AI-generated material listing 2 for Saudia Dairy & Foodstuff Company (SADAFCO),B,2500,True,2025-07-20T00:39:20.647130
,Saudia Dairy & Foodstuff Company (SADAFCO),Generic Material - Saudia Dairy & Foodstuff Company (SADAFCO),unknown,100,tons,Generic material from Saudia Dairy & Foodstuff Company (SADAFCO),C,2000,True,2025-07-20T00:39:20.647130
,National Agricultural Development Company (NADEC),Steel Scrap,waste,150,tons,Steel scrap from National Agricultural Development Company (NADEC) manufacturing,B,45000,True,2025-07-20T00:39:20.660182
,National Agricultural Development Company (NADEC),Aluminum Waste,waste,50,tons,Aluminum waste from National Agricultural Development Company (NADEC) operations,A,75000,True,2025-07-20T00:39:20.660182
,National Agricultural Development Company (NADEC),AI Listing 1 for National Agricultural Development Company (NADEC),ai_generated,100,tons,AI-generated material listing 1 for National Agricultural Development Company (NADEC),A,5000,True,2025-07-20T00:39:20.660182
,National Agricultural Development Company (NADEC),AI Listing 2 for National Agricultural Development Company (NADEC),ai_generated,50,tons,AI-generated material listing 2 for National Agricultural Development Company (NADEC),B,2500,True,2025-07-20T00:39:20.660182
,National Agricultural Development Company (NADEC),Generic Material - National Agricultural Development Company (NADEC),unknown,100,tons,Generic material from National Agricultural Development Company (NADEC),C,2000,True,2025-07-20T00:39:20.660182
,Borouge PLC,Steel Scrap,waste,150,tons,Steel scrap from Borouge PLC manufacturing,B,45000,True,2025-07-20T00:39:20.675537
,Borouge PLC,Aluminum Waste,waste,50,tons,Aluminum waste from Borouge PLC operations,A,75000,True,2025-07-20T00:39:20.675537
,Borouge PLC,AI Listing 1 for Borouge PLC,ai_generated,100,tons,AI-generated material listing 1 for Borouge PLC,A,5000,True,2025-07-20T00:39:20.675537
,Borouge PLC,AI Listing 2 for Borouge PLC,ai_generated,50,tons,AI-generated material listing 2 for Borouge PLC,B,2500,True,2025-07-20T00:39:20.675537
,Borouge PLC,Generic Material - Borouge PLC,unknown,100,tons,Generic material from Borouge PLC,C,2000,True,2025-07-20T00:39:20.675537
,SABIC,Steel Scrap,waste,150,tons,Steel scrap from SABIC manufacturing,B,45000,True,2025-07-20T00:39:20.689082
,SABIC,Aluminum Waste,waste,50,tons,Aluminum waste from SABIC operations,A,75000,True,2025-07-20T00:39:20.689082
,SABIC,AI Listing 1 for SABIC,ai_generated,100,tons,AI-generated material listing 1 for SABIC,A,5000,True,2025-07-20T00:39:20.689082
,SABIC,AI Listing 2 for SABIC,ai_generated,50,tons,AI-generated material listing 2 for SABIC,B,2500,True,2025-07-20T00:39:20.689082
,SABIC,Generic Material - SABIC,unknown,100,tons,Generic material from SABIC,C,2000,True,2025-07-20T00:39:20.689082
,ADNOC,Steel Scrap,waste,150,tons,Steel scrap from ADNOC manufacturing,B,45000,True,2025-07-20T00:39:20.700914
,ADNOC,Aluminum Waste,waste,50,tons,Aluminum waste from ADNOC operations,A,75000,True,2025-07-20T00:39:20.700914
,ADNOC,AI Listing 1 for ADNOC,ai_generated,100,tons,AI-generated material listing 1 for ADNOC,A,5000,True,2025-07-20T00:39:20.700914
,ADNOC,AI Listing 2 for ADNOC,ai_generated,50,tons,AI-generated material listing 2 for ADNOC,B,2500,True,2025-07-20T00:39:20.700914
,ADNOC,Generic Material - ADNOC,unknown,100,tons,Generic material from ADNOC,C,2000,True,2025-07-20T00:39:20.700914
,ADNOC Distribution,General Waste,waste,100,tons,General waste from ADNOC Distribution operations,C,20000,True,2025-07-20T00:39:20.712059
,ADNOC Distribution,AI Listing 1 for ADNOC Distribution,ai_generated,100,tons,AI-generated material listing 1 for ADNOC Distribution,A,5000,True,2025-07-20T00:39:20.712059
,ADNOC Distribution,AI Listing 2 for ADNOC Distribution,ai_generated,50,tons,AI-generated material listing 2 for ADNOC Distribution,B,2500,True,2025-07-20T00:39:20.712059
,ADNOC Distribution,Generic Material - ADNOC Distribution,unknown,100,tons,Generic material from ADNOC Distribution,C,2000,True,2025-07-20T00:39:20.712059
,Oman Cement Company (OCC),Steel Scrap,waste,150,tons,Steel scrap from Oman Cement Company (OCC) manufacturing,B,45000,True,2025-07-20T00:39:20.741672
,Oman Cement Company (OCC),Aluminum Waste,waste,50,tons,Aluminum waste from Oman Cement Company (OCC) operations,A,75000,True,2025-07-20T00:39:20.741672
,Oman Cement Company (OCC),AI Listing 1 for Oman Cement Company (OCC),ai_generated,100,tons,AI-generated material listing 1 for Oman Cement Company (OCC),A,5000,True,2025-07-20T00:39:20.741672
,Oman Cement Company (OCC),AI Listing 2 for Oman Cement Company (OCC),ai_generated,50,tons,AI-generated material listing 2 for Oman Cement Company (OCC),B,2500,True,2025-07-20T00:39:20.741672
,Oman Cement Company (OCC),Generic Material - Oman Cement Company (OCC),unknown,100,tons,Generic material from Oman Cement Company (OCC),C,2000,True,2025-07-20T00:39:20.741672
,NIMR Automotive,General Waste,waste,100,tons,General waste from NIMR Automotive operations,C,20000,True,2025-07-20T00:39:20.774316
,NIMR Automotive,AI Listing 1 for NIMR Automotive,ai_generated,100,tons,AI-generated material listing 1 for NIMR Automotive,A,5000,True,2025-07-20T00:39:20.774316
,NIMR Automotive,AI Listing 2 for NIMR Automotive,ai_generated,50,tons,AI-generated material listing 2 for NIMR Automotive,B,2500,True,2025-07-20T00:39:20.774316
,NIMR Automotive,Generic Material - NIMR Automotive,unknown,100,tons,Generic material from NIMR Automotive,C,2000,True,2025-07-20T00:39:20.774316
,Agthia Group,General Waste,waste,100,tons,General waste from Agthia Group operations,C,20000,True,2025-07-20T00:39:20.787855
,Agthia Group,AI Listing 1 for Agthia Group,ai_generated,100,tons,AI-generated material listing 1 for Agthia Group,A,5000,True,2025-07-20T00:39:20.787855
,Agthia Group,AI Listing 2 for Agthia Group,ai_generated,50,tons,AI-generated material listing 2 for Agthia Group,B,2500,True,2025-07-20T00:39:20.787855
,Agthia Group,Generic Material - Agthia Group,unknown,100,tons,Generic material from Agthia Group,C,2000,True,2025-07-20T00:39:20.787855
,National Food Products Company (NFPC),General Waste,waste,100,tons,General waste from National Food Products Company (NFPC) operations,C,20000,True,2025-07-20T00:39:20.801447
,National Food Products Company (NFPC),AI Listing 1 for National Food Products Company (NFPC),ai_generated,100,tons,AI-generated material listing 1 for National Food Products Company (NFPC),A,5000,True,2025-07-20T00:39:20.801447
,National Food Products Company (NFPC),AI Listing 2 for National Food Products Company (NFPC),ai_generated,50,tons,AI-generated material listing 2 for National Food Products Company (NFPC),B,2500,True,2025-07-20T00:39:20.801447
,National Food Products Company (NFPC),Generic Material - National Food Products Company (NFPC),unknown,100,tons,Generic material from National Food Products Company (NFPC),C,2000,True,2025-07-20T00:39:20.801447
,Telectron,General Waste,waste,100,tons,General waste from Telectron operations,C,20000,True,2025-07-20T00:39:20.818801
,Telectron,AI Listing 1 for Telectron,ai_generated,100,tons,AI-generated material listing 1 for Telectron,A,5000,True,2025-07-20T00:39:20.818801
,Telectron,AI Listing 2 for Telectron,ai_generated,50,tons,AI-generated material listing 2 for Telectron,B,2500,True,2025-07-20T00:39:20.818801
,Telectron,Generic Material - Telectron,unknown,100,tons,Generic material from Telectron,C,2000,True,2025-07-20T00:39:20.818801
,Aluminium Bahrain (Alba),Steel Scrap,waste,150,tons,Steel scrap from Aluminium Bahrain (Alba) manufacturing,B,45000,True,2025-07-20T00:39:20.833906
,Aluminium Bahrain (Alba),Aluminum Waste,waste,50,tons,Aluminum waste from Aluminium Bahrain (Alba) operations,A,75000,True,2025-07-20T00:39:20.833906
,Aluminium Bahrain (Alba),AI Listing 1 for Aluminium Bahrain (Alba),ai_generated,100,tons,AI-generated material listing 1 for Aluminium Bahrain (Alba),A,5000,True,2025-07-20T00:39:20.833906
,Aluminium Bahrain (Alba),AI Listing 2 for Aluminium Bahrain (Alba),ai_generated,50,tons,AI-generated material listing 2 for Aluminium Bahrain (Alba),B,2500,True,2025-07-20T00:39:20.833906
,Aluminium Bahrain (Alba),Generic Material - Aluminium Bahrain (Alba),unknown,100,tons,Generic material from Aluminium Bahrain (Alba),C,2000,True,2025-07-20T00:39:20.833906
,Bahrain Petroleum Company (Bapco),General Waste,waste,100,tons,General waste from Bahrain Petroleum Company (Bapco) operations,C,20000,True,2025-07-20T00:39:20.854759
,Bahrain Petroleum Company (Bapco),AI Listing 1 for Bahrain Petroleum Company (Bapco),ai_generated,100,tons,AI-generated material listing 1 for Bahrain Petroleum Company (Bapco),A,5000,True,2025-07-20T00:39:20.854759
,Bahrain Petroleum Company (Bapco),AI Listing 2 for Bahrain Petroleum Company (Bapco),ai_generated,50,tons,AI-generated material listing 2 for Bahrain Petroleum Company (Bapco),B,2500,True,2025-07-20T00:39:20.854759
,Bahrain Petroleum Company (Bapco),Generic Material - Bahrain Petroleum Company (Bapco),unknown,100,tons,Generic material from Bahrain Petroleum Company (Bapco),C,2000,True,2025-07-20T00:39:20.854759
,Banagas,General Waste,waste,100,tons,General waste from Banagas operations,C,20000,True,2025-07-20T00:39:20.871366
,Banagas,AI Listing 1 for Banagas,ai_generated,100,tons,AI-generated material listing 1 for Banagas,A,5000,True,2025-07-20T00:39:20.871366
,Banagas,AI Listing 2 for Banagas,ai_generated,50,tons,AI-generated material listing 2 for Banagas,B,2500,True,2025-07-20T00:39:20.871366
,Banagas,Generic Material - Banagas,unknown,100,tons,Generic material from Banagas,C,2000,True,2025-07-20T00:39:20.871366
,Qatar Industrial Manufacturing Company (QIMC),Steel Scrap,waste,150,tons,Steel scrap from Qatar Industrial Manufacturing Company (QIMC) manufacturing,B,45000,True,2025-07-20T00:39:20.886934
,Qatar Industrial Manufacturing Company (QIMC),Aluminum Waste,waste,50,tons,Aluminum waste from Qatar Industrial Manufacturing Company (QIMC) operations,A,75000,True,2025-07-20T00:39:20.886934
,Qatar Industrial Manufacturing Company (QIMC),AI Listing 1 for Qatar Industrial Manufacturing Company (QIMC),ai_generated,100,tons,AI-generated material listing 1 for Qatar Industrial Manufacturing Company (QIMC),A,5000,True,2025-07-20T00:39:20.886934
,Qatar Industrial Manufacturing Company (QIMC),AI Listing 2 for Qatar Industrial Manufacturing Company (QIMC),ai_generated,50,tons,AI-generated material listing 2 for Qatar Industrial Manufacturing Company (QIMC),B,2500,True,2025-07-20T00:39:20.886934
,Qatar Industrial Manufacturing Company (QIMC),Generic Material - Qatar Industrial Manufacturing Company (QIMC),unknown,100,tons,Generic material from Qatar Industrial Manufacturing Company (QIMC),C,2000,True,2025-07-20T00:39:20.886934
,Qatar Paving Stones Company,General Waste,waste,100,tons,General waste from Qatar Paving Stones Company operations,C,20000,True,2025-07-20T00:39:20.903406
,Qatar Paving Stones Company,AI Listing 1 for Qatar Paving Stones Company,ai_generated,100,tons,AI-generated material listing 1 for Qatar Paving Stones Company,A,5000,True,2025-07-20T00:39:20.903406
,Qatar Paving Stones Company,AI Listing 2 for Qatar Paving Stones Company,ai_generated,50,tons,AI-generated material listing 2 for Qatar Paving Stones Company,B,2500,True,2025-07-20T00:39:20.903406
,Qatar Paving Stones Company,Generic Material - Qatar Paving Stones Company,unknown,100,tons,Generic material from Qatar Paving Stones Company,C,2000,True,2025-07-20T00:39:20.903406
,Qatar Acids Company,Chemical Waste,waste,50,tons,Chemical waste from Qatar Acids Company operations,C,25000,True,2025-07-20T00:39:20.921018
