material_name,material_type,quantity_estimate,quality_grade,processing_requirements,potential_applications,sustainability_score,market_value,ai_generated,generation_timestamp
Dust,waste,98.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$49400/month,True,2025-07-20T07:54:53.714240
Electronic_waste,waste,98.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$49400/month,True,2025-07-20T07:54:53.714240
Metal_scraps,by_product,49.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98800/month,True,2025-07-20T07:54:53.714240
Plastic_scraps,by_product,49.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98800/month,True,2025-07-20T07:54:53.714240
Glass_waste,by_product,49.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98800/month,True,2025-07-20T07:54:53.714240
Paper_waste,by_product,49.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98800/month,True,2025-07-20T07:54:53.714240
General_industrial_waste,waste,2364.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1182150/month,True,2025-07-20T07:54:53.715246
Wastewater,waste,2364.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1182150/month,True,2025-07-20T07:54:53.715246
Dust,waste,2364.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1182150/month,True,2025-07-20T07:54:53.715246
Electronic_waste,waste,2364.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1182150/month,True,2025-07-20T07:54:53.715246
Metal_scraps,by_product,1182.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$2364300/month,True,2025-07-20T07:54:53.715246
Plastic_scraps,by_product,1182.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$2364300/month,True,2025-07-20T07:54:53.715246
Glass_waste,by_product,1182.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$2364300/month,True,2025-07-20T07:54:53.715246
Paper_waste,by_product,1182.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$2364300/month,True,2025-07-20T07:54:53.715246
General_industrial_waste,waste,33.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16850/month,True,2025-07-20T07:54:53.716242
Wastewater,waste,33.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16850/month,True,2025-07-20T07:54:53.716242
Dust,waste,33.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16850/month,True,2025-07-20T07:54:53.716242
Electronic_waste,waste,33.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16850/month,True,2025-07-20T07:54:53.716242
Metal_scraps,by_product,16.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33700/month,True,2025-07-20T07:54:53.716242
Plastic_scraps,by_product,16.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33700/month,True,2025-07-20T07:54:53.716242
Glass_waste,by_product,16.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33700/month,True,2025-07-20T07:54:53.716242
Paper_waste,by_product,16.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33700/month,True,2025-07-20T07:54:53.716242
General_industrial_waste,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.718233
Wastewater,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.718233
Dust,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.718233
Electronic_waste,waste,182.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$91000/month,True,2025-07-20T07:54:53.718233
Metal_scraps,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.718233
Plastic_scraps,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.718233
Glass_waste,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.718233
Paper_waste,by_product,91.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$182000/month,True,2025-07-20T07:54:53.718233
General_industrial_waste,waste,5400.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2700000/month,True,2025-07-20T07:54:53.720237
Wastewater,waste,5400.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2700000/month,True,2025-07-20T07:54:53.720237
Dust,waste,5400.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2700000/month,True,2025-07-20T07:54:53.720237
Electronic_waste,waste,5400.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$2700000/month,True,2025-07-20T07:54:53.720237
Metal_scraps,by_product,2700.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5400000/month,True,2025-07-20T07:54:53.720237
Plastic_scraps,by_product,2700.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5400000/month,True,2025-07-20T07:54:53.720237
Glass_waste,by_product,2700.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5400000/month,True,2025-07-20T07:54:53.720237
Paper_waste,by_product,2700.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$5400000/month,True,2025-07-20T07:54:53.720237
General_industrial_waste,waste,139.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$69850/month,True,2025-07-20T07:54:53.721754
Wastewater,waste,139.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$69850/month,True,2025-07-20T07:54:53.721754
Dust,waste,139.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$69850/month,True,2025-07-20T07:54:53.721754
Electronic_waste,waste,139.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$69850/month,True,2025-07-20T07:54:53.721754
Metal_scraps,by_product,69.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$139700/month,True,2025-07-20T07:54:53.721754
Plastic_scraps,by_product,69.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$139700/month,True,2025-07-20T07:54:53.721754
Glass_waste,by_product,69.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$139700/month,True,2025-07-20T07:54:53.721754
Paper_waste,by_product,69.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$139700/month,True,2025-07-20T07:54:53.721754
General_industrial_waste,waste,173.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$86900/month,True,2025-07-20T07:54:53.723784
Wastewater,waste,173.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$86900/month,True,2025-07-20T07:54:53.723784
Dust,waste,173.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$86900/month,True,2025-07-20T07:54:53.723784
Electronic_waste,waste,173.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$86900/month,True,2025-07-20T07:54:53.723784
Metal_scraps,by_product,86.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$173800/month,True,2025-07-20T07:54:53.723784
Plastic_scraps,by_product,86.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$173800/month,True,2025-07-20T07:54:53.723784
Glass_waste,by_product,86.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$173800/month,True,2025-07-20T07:54:53.723784
Paper_waste,by_product,86.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$173800/month,True,2025-07-20T07:54:53.723784
General_industrial_waste,waste,370.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$185150/month,True,2025-07-20T07:54:53.724784
Wastewater,waste,370.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$185150/month,True,2025-07-20T07:54:53.724784
Dust,waste,370.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$185150/month,True,2025-07-20T07:54:53.724784
Electronic_waste,waste,370.3 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$185150/month,True,2025-07-20T07:54:53.724784
Metal_scraps,by_product,185.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$370300/month,True,2025-07-20T07:54:53.724784
Plastic_scraps,by_product,185.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$370300/month,True,2025-07-20T07:54:53.724784
Glass_waste,by_product,185.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$370300/month,True,2025-07-20T07:54:53.724784
Paper_waste,by_product,185.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$370300/month,True,2025-07-20T07:54:53.724784
General_industrial_waste,waste,98.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$49250/month,True,2025-07-20T07:54:53.725783
Wastewater,waste,98.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$49250/month,True,2025-07-20T07:54:53.725783
Dust,waste,98.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$49250/month,True,2025-07-20T07:54:53.725783
Electronic_waste,waste,98.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$49250/month,True,2025-07-20T07:54:53.725783
Metal_scraps,by_product,49.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98500/month,True,2025-07-20T07:54:53.725783
Plastic_scraps,by_product,49.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98500/month,True,2025-07-20T07:54:53.725783
Glass_waste,by_product,49.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98500/month,True,2025-07-20T07:54:53.725783
Paper_waste,by_product,49.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$98500/month,True,2025-07-20T07:54:53.725783
General_industrial_waste,waste,165.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$82750/month,True,2025-07-20T07:54:53.726823
Wastewater,waste,165.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$82750/month,True,2025-07-20T07:54:53.726823
Dust,waste,165.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$82750/month,True,2025-07-20T07:54:53.726823
Electronic_waste,waste,165.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$82750/month,True,2025-07-20T07:54:53.726823
Metal_scraps,by_product,82.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$165500/month,True,2025-07-20T07:54:53.726823
Plastic_scraps,by_product,82.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$165500/month,True,2025-07-20T07:54:53.726823
Glass_waste,by_product,82.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$165500/month,True,2025-07-20T07:54:53.726823
Paper_waste,by_product,82.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$165500/month,True,2025-07-20T07:54:53.726823
General_industrial_waste,waste,33.6 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16800/month,True,2025-07-20T07:54:53.727788
Wastewater,waste,33.6 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16800/month,True,2025-07-20T07:54:53.727788
Dust,waste,33.6 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16800/month,True,2025-07-20T07:54:53.727788
Electronic_waste,waste,33.6 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$16800/month,True,2025-07-20T07:54:53.727788
Metal_scraps,by_product,16.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33600/month,True,2025-07-20T07:54:53.727788
Plastic_scraps,by_product,16.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33600/month,True,2025-07-20T07:54:53.727788
Glass_waste,by_product,16.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33600/month,True,2025-07-20T07:54:53.727788
Paper_waste,by_product,16.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$33600/month,True,2025-07-20T07:54:53.727788
General_industrial_waste,waste,484.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$242000/month,True,2025-07-20T07:54:53.728788
Wastewater,waste,484.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$242000/month,True,2025-07-20T07:54:53.728788
Dust,waste,484.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$242000/month,True,2025-07-20T07:54:53.728788
Electronic_waste,waste,484.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$242000/month,True,2025-07-20T07:54:53.729794
Metal_scraps,by_product,242.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$484000/month,True,2025-07-20T07:54:53.729794
Plastic_scraps,by_product,242.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$484000/month,True,2025-07-20T07:54:53.729794
Glass_waste,by_product,242.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$484000/month,True,2025-07-20T07:54:53.729794
Paper_waste,by_product,242.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$484000/month,True,2025-07-20T07:54:53.729794
General_industrial_waste,waste,160.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$80000/month,True,2025-07-20T07:54:53.729794
Wastewater,waste,160.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$80000/month,True,2025-07-20T07:54:53.729794
Dust,waste,160.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$80000/month,True,2025-07-20T07:54:53.729794
Electronic_waste,waste,160.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$80000/month,True,2025-07-20T07:54:53.729794
Metal_scraps,by_product,80.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$160000/month,True,2025-07-20T07:54:53.729794
Plastic_scraps,by_product,80.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$160000/month,True,2025-07-20T07:54:53.729794
Glass_waste,by_product,80.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$160000/month,True,2025-07-20T07:54:53.729794
Paper_waste,by_product,80.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$160000/month,True,2025-07-20T07:54:53.729794
General_industrial_waste,waste,155.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$77500/month,True,2025-07-20T07:54:53.731467
Wastewater,waste,155.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$77500/month,True,2025-07-20T07:54:53.731467
Dust,waste,155.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$77500/month,True,2025-07-20T07:54:53.731467
Electronic_waste,waste,155.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$77500/month,True,2025-07-20T07:54:53.731467
Metal_scraps,by_product,77.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$155000/month,True,2025-07-20T07:54:53.731467
Plastic_scraps,by_product,77.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$155000/month,True,2025-07-20T07:54:53.731467
Glass_waste,by_product,77.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$155000/month,True,2025-07-20T07:54:53.731467
Paper_waste,by_product,77.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$155000/month,True,2025-07-20T07:54:53.731467
General_industrial_waste,waste,356.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$178350/month,True,2025-07-20T07:54:53.734479
Wastewater,waste,356.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$178350/month,True,2025-07-20T07:54:53.734479
Dust,waste,356.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$178350/month,True,2025-07-20T07:54:53.734479
Electronic_waste,waste,356.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$178350/month,True,2025-07-20T07:54:53.734479
Metal_scraps,by_product,178.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$356700/month,True,2025-07-20T07:54:53.734479
Plastic_scraps,by_product,178.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$356700/month,True,2025-07-20T07:54:53.734479
Glass_waste,by_product,178.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$356700/month,True,2025-07-20T07:54:53.734479
Paper_waste,by_product,178.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$356700/month,True,2025-07-20T07:54:53.734479
General_industrial_waste,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.737480
Wastewater,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.737480
Dust,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.737480
Electronic_waste,waste,150.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$75000/month,True,2025-07-20T07:54:53.737480
Metal_scraps,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.737480
Plastic_scraps,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.737480
Glass_waste,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.737480
Paper_waste,by_product,75.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$150000/month,True,2025-07-20T07:54:53.737480
General_industrial_waste,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.738482
Wastewater,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.738482
Dust,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.738482
Electronic_waste,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.738482
Metal_scraps,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.738482
Plastic_scraps,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.738482
Glass_waste,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.738482
Paper_waste,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.738482
General_industrial_waste,waste,242.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$121200/month,True,2025-07-20T07:54:53.739480
Wastewater,waste,242.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$121200/month,True,2025-07-20T07:54:53.739480
Dust,waste,242.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$121200/month,True,2025-07-20T07:54:53.739480
Electronic_waste,waste,242.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$121200/month,True,2025-07-20T07:54:53.739480
Metal_scraps,by_product,121.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$242400/month,True,2025-07-20T07:54:53.739480
Plastic_scraps,by_product,121.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$242400/month,True,2025-07-20T07:54:53.739480
Glass_waste,by_product,121.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$242400/month,True,2025-07-20T07:54:53.739480
Paper_waste,by_product,121.2 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$242400/month,True,2025-07-20T07:54:53.739480
General_industrial_waste,waste,488.9 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$244450/month,True,2025-07-20T07:54:53.741463
Wastewater,waste,488.9 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$244450/month,True,2025-07-20T07:54:53.741463
Dust,waste,488.9 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$244450/month,True,2025-07-20T07:54:53.741463
Electronic_waste,waste,488.9 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$244450/month,True,2025-07-20T07:54:53.741463
Metal_scraps,by_product,244.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$488900/month,True,2025-07-20T07:54:53.741463
Plastic_scraps,by_product,244.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$488900/month,True,2025-07-20T07:54:53.741463
Glass_waste,by_product,244.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$488900/month,True,2025-07-20T07:54:53.741463
Paper_waste,by_product,244.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$488900/month,True,2025-07-20T07:54:53.741463
General_industrial_waste,waste,303.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$151700/month,True,2025-07-20T07:54:53.743110
Wastewater,waste,303.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$151700/month,True,2025-07-20T07:54:53.743110
Dust,waste,303.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$151700/month,True,2025-07-20T07:54:53.743110
Electronic_waste,waste,303.4 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$151700/month,True,2025-07-20T07:54:53.743110
